cement,cement_type,cement_grade,silica_fume,fly_ash,fly_ash_type,limestone_powder,quartz_powder,glass_powder,rice_husk_ash,metakaolin,ggbfs,slag,slag_type,nano_caco3,nano_al2o3,nano_tio2,nano_sio2,filler,filler_type,sand,sand_type,sand_max_size,fiber1_type,fiber1_amount,fiber1_length,fiber1_diameter,fiber2_type,fiber2_amount,water,sp_type,sp_amount,curing_method,curing_temp,cs_28d,reference
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,16.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,35.0,Standard Curing,22.0,164.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,8.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,37.5,Standard Curing,22.0,154.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,13.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,37.5,Standard Curing,22.0,159.5,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,16.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,37.5,Standard Curing,22.0,165.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,8.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,40.0,Standard Curing,22.0,156.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,13.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,40.0,Standard Curing,22.0,161.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,16.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,40.0,Standard Curing,22.0,169.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,8.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,35.0,Steam Curing,65.0,155.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,13.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,35.0,Steam Curing,65.0,162.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,16.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,35.0,Steam Curing,65.0,169.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,8.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,37.5,Steam Curing,65.0,156.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,13.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,37.5,Steam Curing,65.0,163.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,16.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,37.5,Steam Curing,65.0,171.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,8.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,40.0,Steam Curing,65.0,158.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,13.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,40.0,Steam Curing,65.0,165.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,16.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,40.0,Steam Curing,65.0,172.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,8.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,35.0,Hot Water Curing,80.0,154.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,13.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,35.0,Hot Water Curing,80.0,162.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,16.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,35.0,Hot Water Curing,80.0,167.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,8.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,37.5,Hot Water Curing,80.0,155.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,13.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,37.5,Hot Water Curing,80.0,163.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,16.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,37.5,Hot Water Curing,80.0,169.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,8.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,40.0,Hot Water Curing,80.0,156.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,13.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,40.0,Hot Water Curing,80.0,164.0,Ref-21-Research
640.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1170.0,Quartz Sand,,Hooked Steel Fiber,145.0,16.0,0.2,not_applicable,0.0,135.0,PCE_HRWRA,40.0,Hot Water Curing,80.0,170.0,Ref-21-Research
850.0,OPC_42.5,42.5,137.5,112.5,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1100.0,Quartz Sand,1.2,not_applicable,0.0,,,not_applicable,0.0,176.0,Unspecified,8.0,Hot Water Curing,90.0,112.4,Ref-22-Research
850.0,OPC_42.5,42.5,137.5,112.5,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1100.0,Quartz Sand,1.2,Straight Steel Fiber,156.0,10.0,0.12,not_applicable,0.0,176.0,Unspecified,8.0,Hot Water Curing,90.0,187.5,Ref-22-Research
850.0,OPC_42.5,42.5,137.5,112.5,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1100.0,Quartz Sand,1.2,PP Fiber,18.2,10.0,0.003,not_applicable,0.0,176.0,Unspecified,8.0,Hot Water Curing,90.0,125.5,Ref-22-Research
850.0,OPC_42.5,42.5,137.5,112.5,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1100.0,Quartz Sand,1.2,Straight Steel Fiber,78.0,10.0,0.12,PP Fiber,18.2,176.0,Unspecified,8.0,Hot Water Curing,90.0,162.1,Ref-22-Research
850.0,OPC_42.5,42.5,137.5,112.5,class F,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,not_applicable,1.2,not_applicable,0.0,,,not_applicable,0.0,176.0,Unspecified,8.0,Hot Water Curing,90.0,90.0,Ref-22-Research
850.0,OPC_42.5,42.5,137.5,112.5,class F,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,not_applicable,1.2,Straight Steel Fiber,78.0,10.0,0.12,PP Fiber,18.2,176.0,Unspecified,8.0,Hot Water Curing,90.0,162.8,Ref-22-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Straight Steel Fiber,158.0,13.0,0.2,not_applicable,0.0,160.3,PCE_SP,49.8,Steam Curing,90.0,187.1,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Straight Steel Fiber,158.0,19.5,0.2,not_applicable,0.0,160.3,PCE_SP,49.8,Steam Curing,90.0,192.3,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Twisted Steel Fiber,158.0,30.0,0.3,not_applicable,0.0,160.3,PCE_SP,49.8,Steam Curing,90.0,204.4,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Straight Steel Fiber,118.0,13.0,0.2,PE Fiber,4.85,160.3,PCE_SP,49.8,Steam Curing,90.0,178.2,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Straight Steel Fiber,79.0,13.0,0.2,PE Fiber,9.7,160.3,PCE_SP,49.8,Steam Curing,90.0,179.1,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Straight Steel Fiber,39.5,13.0,0.2,PE Fiber,14.55,160.3,PCE_SP,49.8,Steam Curing,90.0,164.9,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Straight Steel Fiber,118.0,19.5,0.2,PE Fiber,4.85,160.3,PCE_SP,49.8,Steam Curing,90.0,130.0,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Straight Steel Fiber,79.0,19.5,0.2,PE Fiber,9.7,160.3,PCE_SP,49.8,Steam Curing,90.0,122.2,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Straight Steel Fiber,39.5,19.5,0.2,PE Fiber,14.55,160.3,PCE_SP,49.8,Steam Curing,90.0,137.2,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Twisted Steel Fiber,118.0,30.0,0.3,PE Fiber,4.85,160.3,PCE_SP,49.8,Steam Curing,90.0,191.7,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Twisted Steel Fiber,79.0,30.0,0.3,PE Fiber,9.7,160.3,PCE_SP,49.8,Steam Curing,90.0,143.2,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,0.34,Twisted Steel Fiber,39.5,30.0,0.3,PE Fiber,14.55,160.3,PCE_SP,49.8,Steam Curing,90.0,139.3,Ref-23-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,39.5,13.0,0.2,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,210.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,79.0,13.0,0.2,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,200.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,118.5,13.0,0.2,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,212.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,158.0,13.0,0.2,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,220.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,39.5,19.5,0.2,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,196.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,79.0,19.5,0.2,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,196.5,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,118.5,19.5,0.2,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,195.3,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,158.0,19.5,0.2,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,205.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,39.5,30.0,0.3,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,215.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,79.0,30.0,0.3,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,185.5,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,118.5,30.0,0.3,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,220.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Straight Steel Fiber,158.0,30.0,0.3,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,225.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Hooked Steel Fiber,39.5,30.0,0.38,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,180.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Hooked Steel Fiber,79.0,30.0,0.38,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,203.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Hooked Steel Fiber,118.5,30.0,0.38,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,180.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Hooked Steel Fiber,158.0,30.0,0.38,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,182.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Twisted Steel Fiber,39.5,30.0,0.3,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,195.2,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Twisted Steel Fiber,79.0,30.0,0.3,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,193.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Twisted Steel Fiber,118.5,30.0,0.3,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,196.0,Ref-24-Research
788.5,OPC_I,,197.1,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,236.6,Silica Flour,867.4,Silica Sand,,Twisted Steel Fiber,158.0,30.0,0.3,not_applicable,0.0,160.3,PCE_SP,52.6,Steam Curing,90.0,203.0,Ref-24-Research
700.0,OPC_52.5,52.5,140.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,110.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,Natural River Sand,2.5,not_applicable,0.0,,,not_applicable,0.0,152.0,HRWRA,22.8,Standard Curing,21.7,110.9,Ref-25-Research
700.0,OPC_52.5,52.5,140.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,110.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,Natural River Sand,2.5,Straight Steel Fiber,39.0,13.0,0.2,not_applicable,0.0,152.0,HRWRA,22.8,Standard Curing,21.7,121.1,Ref-25-Research
700.0,OPC_52.5,52.5,140.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,110.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,Natural River Sand,2.5,Straight Steel Fiber,78.0,13.0,0.2,not_applicable,0.0,152.0,HRWRA,22.8,Standard Curing,21.7,127.8,Ref-25-Research
700.0,OPC_52.5,52.5,140.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,110.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,Natural River Sand,2.5,Straight Steel Fiber,117.0,13.0,0.2,not_applicable,0.0,152.0,HRWRA,22.8,Standard Curing,21.7,133.3,Ref-25-Research
700.0,OPC_52.5,52.5,140.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,110.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,Natural River Sand,2.5,Straight Steel Fiber,156.0,13.0,0.2,not_applicable,0.0,152.0,HRWRA,22.8,Standard Curing,21.7,135.1,Ref-25-Research
700.0,OPC_52.5,52.5,140.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,110.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,Natural River Sand,2.5,Straight Steel Fiber,195.0,13.0,0.2,not_applicable,0.0,152.0,HRWRA,22.8,Standard Curing,21.7,143.9,Ref-25-Research
700.0,OPC_52.5,52.5,140.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,110.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,Natural River Sand,2.5,Hooked Steel Fiber,39.0,25.0,0.5,not_applicable,0.0,152.0,HRWRA,22.8,Standard Curing,21.7,127.3,Ref-25-Research
700.0,OPC_52.5,52.5,140.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,110.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,Natural River Sand,2.5,Hooked Steel Fiber,78.0,25.0,0.5,not_applicable,0.0,152.0,HRWRA,22.8,Standard Curing,21.7,124.3,Ref-25-Research
700.0,OPC_52.5,52.5,140.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,110.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,Natural River Sand,2.5,Hooked Steel Fiber,117.0,25.0,0.5,not_applicable,0.0,152.0,HRWRA,22.8,Standard Curing,21.7,127.1,Ref-25-Research
700.0,OPC_52.5,52.5,140.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,110.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,Natural River Sand,2.5,Hooked Steel Fiber,156.0,25.0,0.5,not_applicable,0.0,152.0,HRWRA,22.8,Standard Curing,21.7,136.1,Ref-25-Research
700.0,OPC_52.5,52.5,140.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,110.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,Natural River Sand,2.5,Hooked Steel Fiber,195.0,25.0,0.5,not_applicable,0.0,152.0,HRWRA,22.8,Standard Curing,21.7,136.9,Ref-25-Research
850.0,OPC_I,,200.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1030.0,Silica Sand,2.0,not_applicable,0.0,,,not_applicable,0.0,169.0,PCE_HRWRA,28.0,Heat Curing,90.0,111.9,Ref-26-Research
850.0,OPC_I,,200.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1030.0,Silica Sand,2.0,Straight Steel Fiber,39.0,13.0,0.2,not_applicable,0.0,169.6,unknown_type,28.0,Heat Curing,90.0,148.3,Ref-26-Research
850.0,OPC_I,,200.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1030.0,Silica Sand,2.0,Straight Steel Fiber,78.0,13.0,0.2,not_applicable,0.0,170.2,PCE_HRWRA,28.0,Heat Curing,90.0,156.7,Ref-26-Research
850.0,OPC_I,,200.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1030.0,Silica Sand,2.0,Straight Steel Fiber,118.0,13.0,0.2,not_applicable,0.0,170.9,unknown_type,28.0,Heat Curing,90.0,159.2,Ref-26-Research
